product_id,quantity,year,transaction
574038,30,2019,purchase
299045,21,2019,sale
177049,23,2020,sale
228549,17,2019,sale
372346,21,2019,sale
106486,14,2020,sale
156584,5,2019,sale
401539,29,2020,sale
265464,3,2019,sale
115044,7,2019,sale
417437,13,2020,sale
743343,17,2020,purchase
303366,26,2020,sale
802981,2,2019,purchase
325977,28,2019,sale
357512,9,2020,sale
113852,3,2020,sale
532461,2,2020,purchase
516614,16,2019,purchase
227590,3,2019,sale
267777,1,2019,sale
197522,26,2020,sale
878682,11,2020,purchase
401326,3,2020,sale
483884,12,2020,sale
449212,30,2020,sale
336188,4,2020,sale
319600,13,2019,sale
506453,27,2019,purchase
487581,15,2020,sale
609875,9,2019,purchase
990753,22,2020,purchase
194408,23,2019,sale
113305,21,2020,sale
801933,15,2019,purchase
506453,23,2020,purchase
383648,11,2020,sale
625347,4,2020,purchase
376037,23,2020,sale
832306,25,2020,purchase
197596,10,2020,sale
756077,28,2019,purchase
251746,1,2020,sale
281254,6,2020,sale
409852,5,2020,sale
783304,2,2020,purchase
463669,8,2019,sale
112874,27,2020,sale
901653,19,2019,purchase
128085,8,2020,sale
460359,10,2019,sale
646832,14,2020,purchase
248187,5,2019,sale
194976,13,2020,sale
914753,15,2020,purchase
284840,10,2019,sale
150240,4,2019,sale
450876,8,2020,sale
409377,5,2020,sale
287380,14,2019,sale
284140,4,2019,sale
416218,8,2020,sale
165786,6,2019,sale
222188,26,2019,sale
703978,17,2019,purchase
138294,19,2019,sale
821618,29,2020,purchase
491088,6,2020,sale
101230,1,2020,sale
995117,24,2019,purchase
359607,30,2019,sale
996397,12,2020,purchase
211042,6,2019,sale
151577,19,2020,sale
132965,7,2020,sale
338752,3,2020,sale
125509,12,2019,sale
396868,20,2020,sale
472915,13,2020,sale
312981,26,2020,sale
192907,24,2020,sale
340044,28,2019,sale
387590,26,2020,sale
703888,11,2020,purchase
812345,30,2020,purchase
189965,15,2019,sale
468718,19,2019,sale
461830,26,2019,sale
210601,16,2020,sale
934365,19,2019,purchase
159514,9,2019,sale
131771,2,2019,sale
359366,13,2020,sale
236442,24,2019,sale
146357,18,2019,sale
933462,11,2019,purchase
189731,2,2020,sale
995221,15,2020,purchase
435511,19,2020,sale
696743,3,2020,purchase
313347,21,2019,sale
484513,12,2019,sale
358230,1,2019,sale
153438,2,2019,sale
734214,7,2020,purchase
686507,21,2020,purchase
281291,1,2020,sale
273137,27,2020,sale
862210,2,2020,purchase
127997,30,2020,sale
693790,20,2020,purchase
183244,26,2020,sale
354560,18,2019,sale
272519,21,2020,sale
167188,16,2019,sale
220246,13,2019,sale
743573,1,2019,purchase
626360,27,2019,purchase
430220,30,2020,sale
103850,8,2019,sale
216236,28,2019,sale
610217,20,2019,purchase
867718,27,2020,purchase
442777,7,2020,sale
557392,17,2020,purchase
132211,2,2020,sale
265686,15,2020,sale
338533,30,2020,sale
788400,10,2019,purchase
719484,4,2019,purchase
553972,14,2019,purchase
218420,9,2020,sale
119999,20,2019,sale
176074,10,2019,sale
506216,5,2020,purchase
283222,30,2020,sale
609373,22,2019,purchase
209685,13,2020,sale
406569,9,2020,sale
347839,27,2019,sale
190597,26,2019,sale
332244,11,2019,sale
440473,24,2020,sale
496254,11,2019,sale
470207,19,2020,sale
784357,10,2020,purchase
770269,25,2019,purchase
178809,7,2020,sale
669308,8,2019,purchase
232083,29,2020,sale
177258,9,2019,sale
933254,6,2020,purchase
893743,5,2020,purchase
992179,28,2019,purchase
385884,21,2020,sale
176458,15,2019,sale
770800,30,2019,purchase
753894,21,2019,purchase
456788,4,2020,sale
526892,7,2019,purchase
379338,17,2020,sale
191554,23,2019,sale
103496,5,2019,sale
254754,15,2019,sale
182402,7,2019,sale
459252,14,2019,sale
353682,22,2019,sale
191334,21,2019,sale
321803,1,2019,sale
249087,30,2020,sale
496254,25,2020,sale
287985,4,2020,sale
240909,25,2019,sale
332448,14,2020,sale
244400,15,2019,sale
384148,2,2020,sale
842673,1,2020,purchase
827043,29,2019,purchase
289309,27,2020,sale
289899,16,2020,sale
147383,1,2020,sale
159625,20,2020,sale
266250,25,2019,sale
344912,10,2019,sale
285662,9,2020,sale
631124,5,2019,purchase
190597,16,2020,sale
246143,24,2019,sale
243879,8,2020,sale
497929,11,2019,sale
154290,19,2020,sale
113304,26,2020,sale
979926,18,2020,purchase
119999,11,2020,sale
269651,26,2019,sale
854532,27,2020,purchase
467511,8,2020,sale
218056,27,2020,sale
552339,11,2020,purchase
493162,23,2020,sale
445587,2,2020,sale
474644,11,2020,sale
369066,26,2019,sale
333826,2,2020,sale
166746,2,2019,sale
902240,8,2019,purchase
201759,2,2019,sale
758356,3,2020,purchase
303366,30,2019,sale
376971,10,2020,sale
107698,21,2019,sale
193727,25,2020,sale
808351,30,2020,purchase
240528,21,2020,sale
352626,30,2020,sale
102568,5,2020,sale
148145,3,2020,sale
269634,7,2019,sale
677120,14,2019,purchase
359163,12,2020,sale
285678,23,2020,sale
994438,6,2019,purchase
101631,12,2020,sale
264753,24,2019,sale
594278,27,2019,purchase
933462,10,2020,purchase
804546,16,2020,purchase
170069,25,2019,sale
285076,14,2019,sale
577130,20,2020,purchase
168254,27,2020,sale
161878,27,2020,sale
196188,27,2019,sale
655662,10,2020,purchase
697888,8,2019,purchase
454468,16,2019,sale
525571,2,2020,purchase
804546,6,2019,purchase
333651,13,2019,sale
874756,28,2019,purchase
157332,27,2019,sale
628077,21,2020,purchase
594278,5,2020,purchase
992236,11,2019,purchase
145747,12,2019,sale
920349,30,2020,purchase
112179,30,2020,sale
523212,20,2019,purchase
386839,30,2019,sale
242642,19,2020,sale
410288,20,2020,sale
230951,9,2019,sale
255663,5,2019,sale
555938,23,2020,purchase
160372,9,2019,sale
477657,27,2019,sale
196567,11,2019,sale
468795,19,2019,sale
285755,25,2019,sale
672903,27,2019,purchase
731749,9,2020,purchase
268361,15,2020,sale
871649,29,2019,purchase
894117,16,2019,purchase
285662,28,2019,sale
625834,3,2019,purchase
547152,19,2019,purchase
390458,30,2020,sale
164419,5,2020,sale
632920,24,2020,purchase
533123,12,2020,purchase
875378,24,2019,purchase
536018,14,2019,purchase
348730,20,2020,sale
507821,7,2019,purchase
491088,27,2019,sale
949993,13,2020,purchase
147057,26,2019,sale
947866,4,2019,purchase
370314,18,2020,sale
155794,30,2019,sale
151951,4,2020,sale
371796,20,2020,sale
493444,1,2020,sale
868581,11,2019,purchase
102770,22,2019,sale
484898,19,2019,sale
344218,16,2019,sale
605462,7,2020,purchase
234064,9,2020,sale
365741,4,2019,sale
984904,28,2019,purchase
360404,30,2019,sale
162308,20,2020,sale
828231,10,2020,purchase
204450,26,2020,sale
726213,15,2020,purchase
720211,30,2020,purchase
125375,21,2020,sale
921739,7,2019,purchase
838489,13,2019,purchase
796117,2,2019,purchase
664406,20,2020,purchase
657360,14,2020,purchase
852103,11,2019,purchase
219025,12,2020,sale
749341,28,2019,purchase
733307,19,2019,purchase
553722,21,2020,purchase
261358,3,2020,sale
182540,10,2020,sale
796596,15,2020,purchase
162938,13,2019,sale
242856,19,2020,sale
261428,22,2020,sale
871763,6,2020,purchase
812720,7,2020,purchase
781093,17,2020,purchase
955072,10,2020,purchase
192411,19,2020,sale
132211,29,2019,sale
194978,22,2019,sale
446349,17,2019,sale
598204,30,2019,purchase
732200,8,2019,purchase
965531,6,2019,purchase
491445,5,2019,sale
266955,13,2020,sale
571200,7,2020,purchase
170004,17,2019,sale
260013,21,2020,sale
268533,22,2020,sale
599695,20,2019,purchase
188889,28,2020,sale
795718,8,2019,purchase
565454,6,2019,purchase
102383,27,2020,sale
439126,6,2019,sale
272975,6,2019,sale
609373,8,2020,purchase
162651,1,2019,sale
973900,15,2020,purchase
429227,21,2020,sale
691364,25,2019,purchase
150205,15,2020,sale
584242,15,2019,purchase
579207,27,2019,purchase
517687,16,2020,purchase
815447,22,2019,purchase
120677,6,2020,sale
822524,24,2019,purchase
485407,28,2020,sale
737306,1,2019,purchase
326333,3,2020,sale
132789,5,2020,sale
146357,22,2020,sale
990090,24,2019,purchase
453944,10,2019,sale
423236,16,2020,sale
231177,5,2020,sale
470207,7,2019,sale
184458,1,2019,sale
204867,1,2020,sale
886977,14,2019,purchase
400599,6,2019,sale
266803,17,2020,sale
667274,30,2019,purchase
932762,11,2019,purchase
891760,22,2019,purchase
272975,18,2020,sale
156628,28,2020,sale
519838,13,2020,purchase
160187,11,2020,sale
268361,21,2019,sale
136262,21,2019,sale
868126,4,2019,purchase
911926,7,2019,purchase
697711,30,2019,purchase
966465,26,2020,purchase
274347,18,2019,sale
718267,17,2019,purchase
898052,13,2019,purchase
192411,28,2019,sale
144028,30,2019,sale
528702,7,2019,purchase
191554,16,2020,sale
102588,22,2020,sale
373194,11,2020,sale
693790,2,2019,purchase
478764,9,2020,sale
162938,2,2020,sale
972401,21,2020,purchase
565142,24,2020,purchase
473624,16,2019,sale
134310,22,2019,sale
394340,16,2020,sale
363435,14,2020,sale
193727,30,2019,sale
795507,29,2019,purchase
853210,5,2020,purchase
828252,7,2019,purchase
211473,23,2020,sale
394687,12,2020,sale
239036,11,2019,sale
291210,16,2019,sale
112517,6,2019,sale
712696,19,2020,purchase
364165,4,2019,sale
135415,21,2019,sale
159354,26,2020,sale
594843,22,2020,purchase
560640,12,2019,purchase
462631,27,2019,sale
545564,30,2020,purchase
534106,1,2020,purchase
506411,15,2019,purchase
920456,18,2020,purchase
215062,3,2020,sale
451980,7,2020,sale
365270,13,2020,sale
408748,25,2020,sale
965989,30,2019,purchase
826445,9,2020,purchase
895204,20,2020,purchase
541295,15,2019,purchase
850012,4,2019,purchase
970929,22,2019,purchase
858265,16,2019,purchase
531612,28,2019,purchase
622982,11,2019,purchase
164058,19,2020,sale
196188,22,2020,sale
404958,11,2020,sale
753934,29,2019,purchase
527246,3,2020,purchase
421887,13,2020,sale
253805,10,2019,sale
105349,19,2020,sale
238532,15,2019,sale
333942,27,2020,sale
634825,18,2019,purchase
407082,7,2019,sale
432368,7,2020,sale
645843,30,2019,purchase
103212,25,2019,sale
387865,9,2019,sale
477084,5,2019,sale
938887,30,2019,purchase
317850,20,2019,sale
643095,5,2020,purchase
850953,17,2020,purchase
167413,1,2020,sale
633291,6,2020,purchase
319039,22,2019,sale
301426,2,2020,sale
270693,4,2019,sale
217804,9,2019,sale
846517,9,2020,purchase
189731,22,2019,sale
827498,26,2020,purchase
661620,15,2019,purchase
789765,12,2020,purchase
176908,21,2020,sale
539011,30,2019,purchase
626360,30,2020,purchase
982834,21,2019,purchase
490356,3,2019,sale
710164,12,2019,purchase
193175,5,2019,sale
287985,3,2019,sale
106486,22,2019,sale
437846,25,2020,sale
255688,24,2020,sale
427091,20,2020,sale
410729,29,2019,sale
788561,20,2019,purchase
995117,21,2020,purchase
463669,19,2020,sale
810472,5,2020,purchase
378624,19,2020,sale
102588,27,2019,sale
661995,11,2019,purchase
159834,8,2020,sale
427501,26,2020,sale
936903,25,2019,purchase
190219,20,2019,sale
302791,21,2019,sale
589520,11,2019,purchase
333378,17,2019,sale
471609,1,2020,sale
813703,24,2019,purchase
120305,2,2019,sale
365996,21,2019,sale
471840,1,2019,sale
489462,26,2020,sale
977084,14,2019,purchase
708641,23,2020,purchase
502021,6,2019,purchase
828545,24,2020,purchase
230217,13,2019,sale
514073,5,2020,purchase
404954,23,2020,sale
236442,7,2020,sale
663798,2,2020,purchase
295061,20,2019,sale
268004,17,2020,sale
567635,11,2019,purchase
245510,10,2020,sale
323789,14,2020,sale
464963,18,2020,sale
469867,30,2019,sale
165993,11,2019,sale
425389,5,2020,sale
429478,26,2019,sale
895094,22,2020,purchase
478726,21,2020,sale
272519,11,2019,sale
300006,7,2019,sale
466926,27,2019,sale
248390,9,2020,sale
240909,11,2020,sale
395063,3,2020,sale
407957,5,2020,sale
246716,20,2019,sale
591767,17,2020,purchase
633871,25,2019,purchase
605545,8,2020,purchase
807080,17,2020,purchase
377246,6,2019,sale
280873,5,2020,sale
287438,26,2020,sale
256532,1,2020,sale
857740,7,2020,purchase
594314,19,2020,purchase
571987,28,2019,purchase
446343,4,2020,sale
357374,12,2020,sale
263569,2,2019,sale
338752,23,2019,sale
946003,12,2019,purchase
464963,1,2019,sale
271810,4,2020,sale
241677,24,2020,sale
485485,1,2020,sale
862329,1,2019,purchase
268570,22,2019,sale
108543,23,2020,sale
672191,13,2019,purchase
714182,20,2019,purchase
845098,8,2020,purchase
822126,9,2019,purchase
252319,24,2019,sale
669056,29,2019,purchase
415959,3,2019,sale
430690,19,2019,sale
664312,22,2020,purchase
460673,15,2020,sale
275545,14,2019,sale
857505,10,2019,purchase
397742,23,2020,sale
271917,15,2019,sale
214141,3,2020,sale
113305,1,2019,sale
138729,29,2020,sale
144572,23,2019,sale
352734,13,2019,sale
462064,30,2020,sale
632777,16,2019,purchase
150495,17,2020,sale
715345,28,2020,purchase
858265,21,2020,purchase
718199,11,2019,purchase
874584,28,2019,purchase
170616,28,2019,sale
723068,24,2020,purchase
275233,16,2020,sale
425389,21,2019,sale
353038,17,2020,sale
952019,20,2020,purchase
787157,26,2019,purchase
913113,12,2019,purchase
324973,28,2019,sale
167436,28,2019,sale
406985,18,2019,sale
790796,9,2019,purchase
535083,16,2020,purchase
366493,13,2020,sale
474841,28,2019,sale
176446,9,2020,sale
338325,25,2019,sale
984669,25,2020,purchase
828132,7,2019,purchase
472139,22,2019,sale
430220,4,2019,sale
181093,3,2019,sale
477855,24,2019,sale
756077,6,2020,purchase
380835,11,2019,sale
696638,9,2019,purchase
313242,12,2019,sale
468809,15,2020,sale
190632,6,2019,sale
281934,1,2020,sale
804139,27,2019,purchase
167394,30,2019,sale
422771,23,2019,sale
312804,4,2019,sale
453027,7,2019,sale
295165,1,2019,sale
186497,11,2019,sale
874584,23,2020,purchase
136262,23,2020,sale
364321,14,2020,sale
439238,3,2019,sale
857452,4,2020,purchase
281280,6,2019,sale
407641,28,2019,sale
368321,9,2019,sale
787157,12,2020,purchase
380910,20,2020,sale
390224,20,2019,sale
399799,16,2019,sale
163390,29,2020,sale
758919,10,2020,purchase
456575,9,2019,sale
210159,29,2019,sale
152371,19,2019,sale
188977,29,2020,sale
998976,2,2020,purchase
332853,25,2019,sale
323141,9,2020,sale
777674,22,2020,purchase
622135,17,2020,purchase
118121,11,2020,sale
343557,5,2020,sale
337719,17,2020,sale
949993,14,2019,purchase
523323,16,2019,purchase
946003,30,2020,purchase
417437,1,2019,sale
464904,12,2020,sale
109287,10,2019,sale
435511,23,2019,sale
778394,21,2020,purchase
552940,22,2019,purchase
945487,10,2020,purchase
148905,22,2020,sale
294321,15,2020,sale
956606,7,2019,purchase
332046,16,2019,sale
277990,3,2020,sale
934294,4,2019,purchase
905851,25,2019,purchase
665666,1,2020,purchase
487048,26,2019,sale
792254,5,2019,purchase
932818,7,2019,purchase
264753,2,2020,sale
170966,3,2020,sale
395154,13,2020,sale
253102,11,2019,sale
210044,4,2020,sale
940036,12,2020,purchase
828722,12,2019,purchase
801836,21,2020,purchase
492040,9,2020,sale
595734,22,2020,purchase
642521,24,2020,purchase
570034,26,2020,purchase
128245,16,2019,sale
318556,24,2019,sale
395579,3,2020,sale
634967,23,2020,purchase
263269,7,2019,sale
345988,15,2020,sale
471997,16,2019,sale
330959,29,2019,sale
405497,24,2020,sale
323553,20,2019,sale
380952,20,2019,sale
267838,14,2020,sale
901998,8,2020,purchase
320279,29,2020,sale
859691,26,2020,purchase
761003,10,2019,purchase
367533,30,2019,sale
549399,1,2019,purchase
848496,23,2019,purchase
188731,10,2019,sale
347358,27,2019,sale
694640,8,2020,purchase
755013,5,2020,purchase
144572,30,2020,sale
397373,28,2020,sale
924376,14,2019,purchase
313347,23,2020,sale
542761,28,2020,purchase
178593,24,2020,sale
223570,21,2019,sale
306360,12,2020,sale
146990,23,2020,sale
547199,21,2020,purchase
691020,18,2019,purchase
433283,8,2020,sale
854532,18,2019,purchase
492622,25,2020,sale
786190,9,2020,purchase
897018,12,2019,purchase
410288,27,2019,sale
259992,15,2019,sale
804442,7,2020,purchase
240624,22,2020,sale
931922,27,2020,purchase
312172,14,2019,sale
167937,18,2019,sale
426020,28,2019,sale
364295,4,2019,sale
491414,8,2020,sale
969175,29,2020,purchase
760974,22,2020,purchase
312377,27,2019,sale
474644,12,2019,sale
927367,16,2020,purchase
981862,3,2020,purchase
514860,1,2020,purchase
737976,18,2020,purchase
495203,9,2020,sale
211674,10,2019,sale
474525,11,2020,sale
324383,7,2020,sale
177233,12,2020,sale
498476,16,2019,sale
182540,19,2019,sale
201860,17,2019,sale
203671,8,2019,sale
777674,25,2019,purchase
143876,7,2019,sale
681504,18,2020,purchase
899889,5,2019,purchase
516614,11,2020,purchase
325098,26,2019,sale
224628,13,2019,sale
307162,22,2020,sale
277622,10,2020,sale
546140,2,2020,purchase
481365,20,2020,sale
428268,18,2019,sale
518845,24,2019,purchase
382060,20,2020,sale
350177,30,2020,sale
489542,8,2019,sale
939333,4,2019,purchase
289899,12,2019,sale
422771,26,2020,sale
244227,26,2020,sale
418608,25,2019,sale
860758,23,2020,purchase
155464,15,2019,sale
400650,18,2019,sale
803990,13,2019,purchase
410897,8,2020,sale
300728,2,2020,sale
472722,26,2019,sale
783304,19,2019,purchase
599391,4,2019,purchase
852103,22,2020,purchase
766491,1,2019,purchase
482333,15,2020,sale
113038,18,2019,sale
416744,26,2019,sale
390632,24,2020,sale
188451,16,2020,sale
682208,17,2019,purchase
722235,25,2019,purchase
323789,25,2019,sale
377510,8,2019,sale
357420,16,2020,sale
634967,22,2019,purchase
791408,12,2020,purchase
351061,6,2020,sale
275567,15,2019,sale
800221,19,2019,purchase
102770,2,2020,sale
405632,28,2019,sale
129297,30,2019,sale
703252,15,2020,purchase
534659,4,2019,purchase
147129,26,2019,sale
985378,17,2020,purchase
442271,20,2019,sale
716734,5,2019,purchase
840587,6,2019,purchase
695434,7,2020,purchase
204867,15,2019,sale
177049,5,2019,sale
437407,14,2020,sale
838784,13,2020,purchase
288299,17,2020,sale
381507,6,2019,sale
168254,25,2019,sale
321350,25,2019,sale
932740,14,2020,purchase
470602,26,2020,sale
307315,8,2020,sale
802045,9,2019,purchase
929116,16,2019,purchase
315544,23,2019,sale
900500,30,2019,purchase
315979,14,2019,sale
265535,29,2019,sale
415364,16,2020,sale
381924,24,2020,sale
926649,9,2019,purchase
311190,27,2019,sale
274911,26,2020,sale
954374,26,2020,purchase
588214,7,2020,purchase
248776,20,2019,sale
446343,21,2019,sale
222188,8,2020,sale
520789,26,2020,purchase
231560,18,2020,sale
323712,20,2019,sale
767757,15,2020,purchase
152522,22,2019,sale
237931,18,2020,sale
106070,16,2019,sale
365741,9,2020,sale
319082,29,2019,sale
372034,9,2019,sale
311408,11,2020,sale
791408,30,2019,purchase
718199,4,2020,purchase
130800,28,2019,sale
378911,17,2019,sale
315564,13,2019,sale
418937,6,2019,sale
995763,3,2019,purchase
685823,7,2020,purchase
839590,16,2020,purchase
456434,16,2019,sale
438337,4,2019,sale
210159,21,2020,sale
493444,11,2019,sale
116188,17,2019,sale
494681,20,2020,sale
846327,25,2020,purchase
760336,23,2020,purchase
899407,15,2019,purchase
507821,23,2020,purchase
958092,15,2019,purchase
135415,18,2020,sale
509993,18,2019,purchase
321528,27,2020,sale
354560,15,2020,sale
177792,3,2019,sale
325977,19,2020,sale
259679,28,2020,sale
904640,10,2020,purchase
246401,18,2020,sale
789980,1,2020,purchase
650281,1,2019,purchase
378983,18,2019,sale
422649,28,2020,sale
692646,2,2020,purchase
301383,4,2019,sale
137062,28,2020,sale
206465,30,2020,sale
964858,11,2020,purchase
224709,11,2019,sale
125466,9,2019,sale
119974,28,2020,sale
377398,14,2019,sale
903646,2,2020,purchase
369957,25,2020,sale
128089,29,2020,sale
501976,24,2019,purchase
739627,20,2020,purchase
882691,29,2019,purchase
406952,11,2020,sale
538753,9,2020,purchase
572640,4,2020,purchase
164364,24,2020,sale
155794,7,2020,sale
565028,20,2020,purchase
281934,9,2019,sale
578925,9,2019,purchase
970586,29,2019,purchase
789376,28,2019,purchase
455883,15,2020,sale
464904,19,2019,sale
104062,28,2020,sale
381637,5,2019,sale
832478,10,2019,purchase
808351,22,2019,purchase
236517,6,2019,sale
406721,29,2020,sale
219498,22,2020,sale
245510,16,2019,sale
842848,17,2020,purchase
287438,15,2019,sale
270693,10,2020,sale
544327,27,2020,purchase
509217,18,2020,purchase
353038,4,2019,sale
700293,4,2020,purchase
604293,16,2019,purchase
850953,23,2019,purchase
155464,8,2020,sale
387855,20,2020,sale
493830,20,2020,sale
546376,11,2020,purchase
806052,22,2020,purchase
463069,29,2020,sale
498753,21,2019,sale
175888,3,2020,sale
315544,19,2020,sale
154844,21,2019,sale
532698,29,2019,purchase
807421,24,2019,purchase
767635,5,2019,purchase
411189,17,2020,sale
269634,19,2020,sale
189591,5,2020,sale
523323,23,2020,purchase
840348,3,2019,purchase
246716,10,2020,sale
266425,27,2019,sale
259679,3,2019,sale
178215,3,2019,sale
200993,11,2019,sale
500015,24,2019,purchase
321528,8,2019,sale
413022,29,2020,sale
399069,18,2020,sale
111808,27,2019,sale
529439,2,2020,purchase
270731,6,2020,sale
447499,24,2020,sale
863424,24,2020,purchase
325498,28,2020,sale
164518,8,2020,sale
637746,15,2020,purchase
268409,4,2020,sale
270731,28,2019,sale
820881,16,2019,purchase
960210,24,2020,purchase
409963,5,2020,sale
136842,8,2020,sale
344132,22,2019,sale
315979,2,2020,sale
365495,21,2019,sale
526765,22,2019,purchase
309192,23,2020,sale
288097,23,2019,sale
336942,9,2019,sale
409377,28,2019,sale
433333,11,2019,sale
260394,14,2020,sale
288055,10,2019,sale
560462,3,2020,purchase
463762,6,2020,sale
285425,1,2020,sale
261428,9,2019,sale
406752,15,2020,sale
274347,18,2020,sale
380952,21,2020,sale
996898,26,2020,purchase
313702,7,2020,sale
220005,10,2020,sale
249087,23,2019,sale
291219,30,2020,sale
547332,30,2019,purchase
862329,23,2020,purchase
446016,11,2019,sale
350371,9,2019,sale
465786,17,2020,sale
124105,20,2020,sale
390458,14,2019,sale
885964,6,2019,purchase
589026,27,2019,purchase
900500,4,2020,purchase
993600,15,2019,purchase
614127,10,2019,purchase
280106,25,2020,sale
172802,7,2019,sale
712399,20,2019,purchase
224628,14,2020,sale
492519,6,2019,sale
172802,16,2020,sale
306792,15,2019,sale
161878,13,2019,sale
178469,13,2019,sale
340215,11,2019,sale
102573,12,2020,sale
488487,17,2019,sale
342362,13,2020,sale
991554,3,2020,purchase
934618,15,2020,purchase
255688,13,2019,sale
282518,1,2020,sale
162837,5,2019,sale
471524,8,2019,sale
661386,11,2019,purchase
188889,15,2019,sale
209534,18,2020,sale
404958,3,2019,sale
424582,22,2019,sale
988796,22,2019,purchase
758356,7,2019,purchase
326333,24,2019,sale
811484,20,2020,purchase
408422,11,2020,sale
180255,6,2020,sale
320178,17,2019,sale
331530,3,2019,sale
215635,27,2019,sale
373099,20,2019,sale
582701,16,2019,purchase
395063,5,2019,sale
404665,3,2019,sale
113832,3,2020,sale
179546,3,2020,sale
253939,19,2020,sale
813721,24,2019,purchase
374326,9,2020,sale
520308,9,2019,purchase
113852,18,2019,sale
737306,28,2020,purchase
590029,26,2019,purchase
312706,7,2020,sale
899889,23,2020,purchase
242676,16,2020,sale
690030,21,2020,purchase
450876,27,2019,sale
112275,14,2020,sale
826516,10,2019,purchase
477657,15,2020,sale
253546,14,2019,sale
124513,1,2019,sale
619082,14,2020,purchase
412933,27,2019,sale
220832,16,2020,sale
269651,5,2020,sale
744981,17,2019,purchase
